, CC, D, E, I, L, LOC, N, N1, N2, T, V, V*, mu, mu1, mu1', mu2, mu2',AvgShortestPath,Betweenness,Closeness,Eccentricity,FanIn,FanOut,IsIsolated,Katz,Name
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2186.0,1.0,0.0004574565416285453,"(2003, 1)",1.0,2.0,False,0.012446224714315971,getcoeffsproduct
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2003, 0)",1.0,0.0,False,0.012446360133180321,__divdc3
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.43252595155707,18.0,0.0034790773823855157,"(1763, 2)",1.0,15.0,False,0.012446360133180321,expm_params
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541.9834710743802,0.0,0.0018450747179017991,"(1763, 2)",1.0,7.0,False,0.012446360268599186,ell
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.795918367347,0.0,0.0014009606587374198,"(390, 2)",0.0,6.0,False,0.012310805849966341,FNView_Exp
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.0,0.0,0.00022872827081427266,"(9, 1)",0.0,1.0,False,0.012310805849966341,FNCreate_Exp
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.2249134948097,0.0,0.0020031051595552967,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvsetsizes_
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602.265306122449,0.0,0.001660397817762868,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvsetsizesfromvec_
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573.92,0.0,0.000635356307817424,"(1, 2)",0.0,1.0,False,0.012310805849966341,bvgetsizes_
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641.2266666666667,0.0,0.0015595109373700406,"(1288, 3)",0.0,1.0,False,0.012310805849966341,bvsetnumconstraints_
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912.7500000000002,0.0,0.0005228074761469088,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvgetnumconstraints_
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.840877914952,0.0,0.0028748777486828406,"(410, 3)",0.0,1.0,False,0.012310805849966341,bvresize_
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024.6875,0.0,0.0009759072888075633,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvsetactivecolumns_
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912.7500000000002,0.0,0.0005228074761469088,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvgetactivecolumns_
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.7768595041322,0.0,0.0013179105127869995,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvsetmatrix_
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912.7500000000002,0.0,0.0005228074761469088,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvgetmatrix_
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939.4380165289257,0.0,0.0010644661834048842,"(749, 3)",0.0,1.0,False,0.012310805849966341,bvapplymatrix_
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.7994829072106,0.0,0.0036523078472682708,"(417, 7)",0.0,1.0,False,0.012310805849966341,bvapplymatrixbv_
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621.7955555555556,0.0,0.0016082456541628544,"(181, 3)",0.0,1.0,False,0.012310805849966341,bvsetsignature_
2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.7768595041322,0.0,0.0013179105127869995,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvgetsignature_
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.7768595041322,0.0,0.0013179105127869995,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvsetbuffervec_
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917.5802469135803,0.0,0.0010898229374091814,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvgetbuffervec_
2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830.6800000000001,0.0,0.0012038330042856455,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvsetrandomcontext_
2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.7768595041322,0.0,0.0013179105127869995,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvgetrandomcontext_
2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.5032718619869,0.0,0.003100743735796712,"(69, 5)",0.0,1.0,False,0.012310805849966341,bvsetfromoptions_
2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830.6800000000001,0.0,0.0012038330042856455,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvsetorthogonalization_
2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912.7500000000002,0.0,0.0005228074761469088,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvgetorthogonalization_
2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917.5802469135803,0.0,0.0010898229374091814,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvsetmatmultmethod_
2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912.7500000000002,0.0,0.0005228074761469088,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvgetmatmultmethod_
2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.7768595041322,0.0,0.0013179105127869995,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvgetcolumn_
2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.7768595041322,0.0,0.0013179105127869995,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvrestorecolumn_
2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335.888888888889,0.0,0.0007485652499376195,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvcreatevec_
2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602.3644444444444,0.0,0.001660124546232624,"(1319, 3)",0.0,1.0,False,0.012310805849966341,bvcreatemat_
2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582.9333333333333,0.0,0.001715462031107045,"(1313, 3)",0.0,1.0,False,0.012310805849966341,bvgetmat_
2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874.4,0.0,0.0011436413540713633,"(1315, 3)",0.0,1.0,False,0.012310805849966341,bvrestoremat_
2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.76203353163874,0.0,0.0029782998079971135,"(417, 6)",0.0,1.0,False,0.012310805849966341,bvduplicate_
2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.6684694429421,0.0,0.003042579659968274,"(417, 6)",0.0,1.0,False,0.012310805849966341,bvduplicateresize_
2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.19008264462803,0.0,0.0030751245298363326,"(417, 6)",0.0,1.0,False,0.012310805849966341,bvgetcachedbv_
2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484.4321329639889,0.0,0.0020642726440988106,"(181, 3)",0.0,1.0,False,0.012310805849966341,bvcopy_
2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.99,0.0,0.0021277048447839314,"(1288, 3)",0.0,1.0,False,0.012310805849966341,bvcopyvec_
2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.99,0.0,0.0021277048447839314,"(1288, 3)",0.0,1.0,False,0.012310805849966341,bvcopycolumn_
2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.0751156995372,0.0,0.003002325760361177,"(417, 7)",0.0,1.0,False,0.012310805849966341,bvgetsplit_
2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335.888888888889,0.0,0.0007485652499376195,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvrestoresplit_
2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830.6800000000001,0.0,0.0012038330042856455,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvsetdefinitetolerance_
2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912.7500000000002,0.0,0.0005228074761469088,"(9, 2)",0.0,1.0,False,0.012310805849966341,bvgetdefinitetolerance_
2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.41020793950852,0.0,0.004321330545026794,"(32, 8)",0.0,1.0,False,0.012310805849966341,bvmatarnoldi_
2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.02681660899654,259.1356203293275,0.005779450952159545,"(32, 7)",7.0,21.0,False,0.0132588733192781,BVMatArnoldi
2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755.6543209876542,18.0,0.0013233564239968634,"(9, 2)",2.0,4.0,False,0.012581643578665602,rgpolygongetvertices_
2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728.6666666666666,13.5,0.0013723696248856359,"(9, 1)",1.0,6.0,False,0.01244649555204467,RGPolygonGetVertices
2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049.28,0.0,0.000953034461726136,"(9, 3)",0.0,1.0,False,0.012310805849966341,rgpolygongetvertices0_
2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049.28,0.0,0.000953034461726136,"(9, 3)",0.0,1.0,False,0.012310805849966341,rgpolygongetvertices1_
2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830.6800000000001,0.0,0.0012038330042856455,"(9, 2)",0.0,1.0,False,0.012310805849966341,fnphisetindex_
2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159.9183673469388,0.0,0.0008621296361461047,"(9, 2)",0.0,1.0,False,0.012310805849966341,fnphigetindex_
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912.7500000000002,0.0,0.0005228074761469088,"(9, 2)",0.0,1.0,False,0.012310805849966341,slepcgetversion_
2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2186.0,0.0,0.0004574565416285453,"(2057, 1)",0.0,2.0,False,0.012310805849966341,slepcgetversionnumber_
2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2057, 0)",1.0,0.0,False,0.012446224714315971,SlepcGetVersionNumber
2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.9319470699433,0.0,0.0035851038595777845,"(1282, 5)",0.0,4.0,False,0.012310805849966341,STGetBilinearForm_Cayley
2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.0,0.0,0.00022872827081427266,"(9, 1)",0.0,1.0,False,0.012310805849966341,STBackTransform_Cayley
2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093.0,0.0,0.0009149130832570906,"(9, 1)",0.0,4.0,False,0.012310805849966341,STPostSolve_Cayley
2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.79166666666674,0.0,0.0031368448568814527,"(183, 3)",0.0,10.0,False,0.012310805849966341,STComputeOperator_Cayley
2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874.4,0.0,0.0011436413540713633,"(9, 1)",0.0,5.0,False,0.012310805849966341,MatMult_Cayley
2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874.4,0.0,0.0011436413540713633,"(9, 1)",0.0,5.0,False,0.012310805849966341,MatMultTranspose_Cayley
2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.3469387755102,0.0,0.0018679475449832265,"(74, 3)",0.0,5.0,False,0.012310805849966341,STSetUp_Cayley
2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.16170903190917,0.0,0.0052864821591948755,"(183, 3)",0.0,13.0,False,0.012310805849966341,STSetShift_Cayley
2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.0408163265305,0.0,0.0019491626556346715,"(2067, 2)",0.0,5.0,False,0.012310805849966341,STSetFromOptions_Cayley
2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2067, 0)",1.0,0.0,False,0.01244649555204467,"EMPTYNAME = (any pointer->any pointer@i64 0) :: i32 (%struct._p_ST*, double)*"
2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850.1111111111112,0.0,0.001176316821330545,"(390, 2)",0.0,5.0,False,0.012310805849966341,STView_Cayley
2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093.0,0.0,0.0009149130832570906,"(9, 1)",0.0,4.0,False,0.012310805849966341,STDestroy_Cayley
2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874.4,0.0,0.0011436413540713633,"(9, 1)",0.0,5.0,False,0.012310805849966341,STCreate_Cayley
2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.1041666666667,0.0,0.0025832839997847264,"(183, 3)",0.0,4.0,False,0.012310805849966341,STCayleySetAntishift_Cayley
2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.0,0.0,0.00022872827081427266,"(9, 1)",0.0,1.0,False,0.012310805849966341,STCayleyGetAntishift_Cayley
2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.23703703703706,14.5,0.0028071196872660733,"(32, 7)",2.0,4.0,False,0.012582998038282492,BV_OrthogonalizeColumn_Safe
2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.88444444444443,38.03763039536799,0.0047873359007638465,"(32, 7)",3.0,14.0,False,0.01271719799743411,BVMatLanczos
2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2075, 0)",1.0,0.0,False,0.01244757930935148,MatGetType
2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2076, 0)",2.0,0.0,False,0.012583134947160606,MatGetBlockSize
2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2077, 0)",1.0,0.0,False,0.01244757930935148,MatSetType
2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2078, 0)",1.0,0.0,False,0.01244757930935148,MatSetBlockSize
2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.25,74.5,0.0036596523330283625,"(9, 1)",1.0,16.0,False,0.01244757930935148,MatCreateTile_MPIAIJ
2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.45454545454544,50.5,0.002516010978956999,"(9, 1)",1.0,11.0,False,0.01244757930935148,MatCreateTile_SeqAIJ
2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2081, 0)",1.0,0.0,False,0.012446361487775467,MatGetOwnershipRangesColumn
2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2082, 0)",3.0,0.0,False,0.012717470325583322,MPI_Scan
2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2083, 0)",3.0,0.0,False,0.012717470325583322,MatMPIAIJSetPreallocation
2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2084, 0)",1.0,0.0,False,0.012446361487775467,MatXAIJSetPreallocation
2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2085, 0)",1.0,0.0,False,0.012448938513642814,MatGetBlockSizes
2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.1656804733728,4.842857142857143,0.003771227099279227,"(1040, 2)",1.0,11.0,False,0.012446360133180321,MatNormEstimate
2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.5918367346939,0.0,0.0029887160719731624,"(852, 2)",0.0,13.0,False,0.012310805849966341,MatMult_FILTLAN
2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.0,0.0,0.00022872827081427266,"(9, 1)",2.0,1.0,False,0.012581779132948816,FILTLAN_PiecewisePolynomialInChebyshevBasisMultiplyX
2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.0,0.0,0.00022872827081427266,"(9, 1)",2.0,1.0,False,0.012581779132948816,FILTLAN_PiecewisePolynomialInnerProductInChebyshevBasis
2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457.3333333333333,4.0,0.0006861848124428179,"(9, 1)",2.0,3.0,False,0.012581779132948816,Mat_AXPY_BLAS
2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093.0,0.0,0.0009149130832570906,"(191, 1)",1.0,4.0,False,0.012446360133180321,FILTLAN_HermiteBaseFilterInChebyshevBasis
2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614.8125000000001,8.0,0.0016265121480126053,"(852, 2)",1.0,7.0,False,0.012446360133180321,FILTLAN_FilteredConjugateResidualPolynomial
2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.0,0.0,0.00022872827081427266,"(9, 1)",1.0,1.0,False,0.012446360133180321,FILTLAN_PiecewisePolynomialEvaluationInChebyshevBasis
2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2094, 0)",1.0,0.0,False,0.012446766660881936,"EMPTYNAME = (any pointer->any pointer@i64 0) :: i32 (%struct._p_RG*, double, double, double, double)*"
2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2095, 0)",1.0,0.0,False,0.012447039394203899,"EMPTYNAME = (any pointer->any pointer@i64 0) :: i32 (%struct._p_RG*, double*, double*, double*, double*)*"
2096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.1764705882353,0.0,0.003888380603842635,"(9, 1)",0.0,17.0,False,0.012310805849966341,RGView_Interval
2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2097, 0)",1.0,0.0,False,0.012446224714315971,PetscDrawRectangle
2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.0,0.0,0.00022872827081427266,"(9, 1)",0.0,1.0,False,0.012310805849966341,RGIsTrivial_Interval
2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457.3333333333333,0.0,0.0006861848124428179,"(9, 1)",0.0,3.0,False,0.012310805849966341,RGComputeContour_Interval
2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.0,0.0,0.00022872827081427266,"(9, 1)",0.0,1.0,False,0.012310805849966341,RGComputeBoundingBox_Interval
2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874.4,0.0,0.0011436413540713633,"(9, 1)",0.0,5.0,False,0.012310805849966341,RGComputeQuadrature_Interval
2102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.0,0.0,0.00022872827081427266,"(9, 1)",0.0,1.0,False,0.012310805849966341,RGCheckInside_Interval
2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.0,0.0,0.00022872827081427266,"(9, 1)",0.0,1.0,False,0.012310805849966341,RGIsAxisymmetric_Interval
2104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490.734693877551,0.0,0.00203776095816352,"(2094, 2)",0.0,6.0,False,0.012310805849966341,RGSetFromOptions_Interval
2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093.0,0.0,0.0009149130832570906,"(9, 1)",0.0,4.0,False,0.012310805849966341,RGDestroy_Interval
2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874.4,0.0,0.0011436413540713633,"(9, 1)",0.0,5.0,False,0.012310805849966341,RGCreate_Interval
2107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457.3333333333333,0.0,0.0006861848124428179,"(9, 1)",0.0,3.0,False,0.012310805849966341,RGIntervalSetEndpoints_Interval
2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.0,0.0,0.00022872827081427266,"(9, 1)",0.0,1.0,False,0.012310805849966341,RGIntervalGetEndpoints_Interval
2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.18750000000006,0.0,0.0020912299045876353,"(304, 2)",0.0,4.0,False,0.012310805849966341,bvsettype_
2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399.04,0.0,0.0007147758462946021,"(9, 2)",0.0,2.0,False,0.012310805849966341,bvgettype_
2111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819.75,0.0,0.001219884111009454,"(9, 2)",0.0,4.0,False,0.012310805849966341,bvsetoptionsprefix_
2112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819.75,0.0,0.001219884111009454,"(9, 2)",0.0,4.0,False,0.012310805849966341,bvappendoptionsprefix_
2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214.4444444444443,0.0,0.0008234217749313816,"(9, 2)",0.0,2.0,False,0.012310805849966341,bvgetoptionsprefix_
2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698.3055555555555,0.0,0.001432037869445881,"(410, 2)",0.0,1.0,False,0.012310805849966341,bvdestroy_
2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.14600550964184,0.0,0.003193398550214653,"(1288, 4)",0.0,6.0,False,0.012310805849966341,bvview_
2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751.4374999999999,0.0,0.0013307826665557682,"(9, 2)",0.0,5.0,False,0.012310805849966341,bvviewfromoptions_
2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2117, 0)",1.0,0.0,False,0.012447174950655292,"EMPTYNAME = (_n_SlepcSC->any pointer@i64 0) :: i32 (%struct._p_PetscObject*, i32, double*, double*)*"
2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2118, 0)",1.0,0.0,False,0.012447174950655292,"EMPTYNAME = (_n_SlepcSC->any pointer@i64 16) :: i32 (double, double, double, double, i32*, i8*)*"
2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224.16,0.0,0.0008168866814795452,"(1668, 2)",0.0,3.0,False,0.012310805849966341,SlepcMap_ST
2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2186.0,0.0,0.0004574565416285453,"(9, 1)",0.0,2.0,False,0.012310805849966341,SlepcCompareLargestMagnitude
2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2186.0,1.0,0.0004574565416285453,"(9, 1)",1.0,2.0,False,0.012446224714315971,SlepcCompareSmallestMagnitude
2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.0,0.0,0.00022872827081427266,"(9, 1)",0.0,1.0,False,0.012310805849966341,SlepcCompareLargestReal
2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.0,0.0,0.00022872827081427266,"(9, 1)",0.0,1.0,False,0.012310805849966341,SlepcCompareSmallestReal
2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.0,0.0,0.00022872827081427266,"(9, 1)",0.0,1.0,False,0.012310805849966341,SlepcCompareLargestImaginary
2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.0,0.0,0.00022872827081427266,"(9, 1)",0.0,1.0,False,0.012310805849966341,SlepcCompareSmallestImaginary
2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2186.0,0.0,0.0004574565416285453,"(9, 1)",0.0,2.0,False,0.012310805849966341,SlepcCompareTargetMagnitude
2127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.0,0.0,0.00022872827081427266,"(9, 1)",0.0,1.0,False,0.012310805849966341,SlepcCompareTargetReal
2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2186.0,0.0,0.0004574565416285453,"(9, 1)",0.0,2.0,False,0.012310805849966341,SlepcCompareSmallestPosReal
2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830.6800000000001,0.0,0.0012038330042856455,"(9, 2)",0.0,1.0,False,0.012310805849966341,dsgsvdsetdimensions_
2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159.9183673469388,0.0,0.0008621296361461047,"(9, 2)",0.0,1.0,False,0.012310805849966341,dsgsvdgetdimensions_
2131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.8757396449705,0.0,0.0016106282403171696,"(1, 3)",0.0,6.0,False,0.012310805849966341,DSAllocate_HEP
2132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.03125,0.0,0.0022520937434020692,"(1152, 3)",0.0,7.0,False,0.012310805849966341,DSView_HEP
2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.840830449827,0.0,0.0022034156755108263,"(472, 3)",0.0,5.0,False,0.012310805849966341,DSVectors_HEP
2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831.0413223140496,0.0,0.0012033095986316083,"(1945, 4)",0.0,5.0,False,0.012310805849966341,DSSort_HEP
2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.7037037037037,0.0,0.0015439158279963404,"(167, 2)",0.0,6.0,False,0.012310805849966341,DSUpdateExtraRow_HEP
2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391.32098765432096,0.0,0.0025554468877180807,"(798, 3)",0.0,9.0,False,0.012310805849966341,DSSolve_HEP_QR
2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.6222222222222,17.0,0.0025731930466605674,"(167, 2)",3.0,10.0,False,0.012717062443015232,DSIntermediate_HEP
2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2138, 0)",1.0,0.0,False,0.012446224714315971,dsteqr_
2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874.4,8.0,0.0011436413540713633,"(798, 1)",1.0,5.0,False,0.012446630970909022,ArrowTridiag
2140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2140, 0)",1.0,0.0,False,0.012446630970909022,dsytrd_
2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2141, 0)",1.0,0.0,False,0.012446630970909022,dorgtr_
2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.0355029585799,0.0,0.003436006912676629,"(483, 3)",0.0,12.0,False,0.012310805849966341,DSSolve_HEP_MRRR
2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0.0,0.0,"(2143, 0)",2.0,0.0,False,0.012581643578665602,dstevr_
2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391.32098765432096,0.0,0.0025554468877180807,"(798, 3)",0.0,9.0,False,0.012310805849966341,DSSolve_HEP_DC
