, D, E, I, L, N, N1, N2, T, V, V*, mu, mu1, mu1', mu2, mu2',AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,Indegree,IsSingleNode,NeighborhoodConnectivity,Outdegree,PartnerOfMultiEdgedNodePairs,SelfLoops,Stress,function_name,selected,Failed
2690, 31, 23064, 0.258065, 0.0322581, 248, 70, 178, 1281.33, 744, 8, 8, 0, 1, 8, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDGetH,0,0
2691, 13.5, 3385.37, 0.592593, 0.0740741, 108, 35, 73, 188.076, 250.768, 8, 5, 0, 1, 5, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDGetH_MFFD,0,0
2692, 165.5, 240613, 0.0120846, 0.0060423, 331, 104, 227, 13367.4, 1453.86, 2, 21, 8, 1, 13, 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDInitializePackage,0,0
2693, 15.625, 5483.12, 0.512, 0.064, 125, 40, 85, 304.618, 350.919, 8, 7, 2, 1, 5, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDRegister,0,0
2694, 89, 31684, 0.0224719, 0.011236, 178, 57, 121, 1760.22, 356, 2, 4, 1, 1, 3, 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDRegisterAll,0,0
2695, 43.3238, 25054.8, 0.109752, 0.023082, 206, 61, 145, 1391.94, 578.315, 4.75489, 7, 0, 1, 7, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDResetHHistory,0,0
2696, 22.0825, 4637.33, 0.215323, 0.0452846, 105, 34, 71, 257.63, 210, 4.75489, 4, 0, 1, 4, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDResetHHistory_MFFD,0,0
2697, 28.2524, 29375, 0.410926, 0.0353952, 328, 89, 239, 1631.94, 1039.74, 11.6096, 9, 0, 1, 9, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetBase,0,0
2698, 28.6831, 39828.9, 0.404756, 0.0348638, 333, 107, 226, 2212.71, 1388.59, 11.6096, 18, 3, 1, 15, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetBase_MFFD,0,0
2699, 9.13034, 2247.2, 1.27154, 0.109525, 106, 33, 73, 124.844, 246.124, 11.6096, 5, 0, 1, 5, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetBase_SNESMF,0,0
2700, 18.0884, 12041.2, 0.641827, 0.055284, 210, 61, 149, 668.954, 665.684, 11.6096, 9, 0, 1, 9, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetCheckh,0,0
2701, 9.47488, 2694.14, 1.22531, 0.105542, 110, 35, 75, 149.675, 284.346, 11.6096, 6, 0, 1, 6, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetCheckh_MFFD,0,0
2702, 25.875, 16978.5, 0.309179, 0.0386473, 207, 64, 143, 943.251, 656.174, 8, 9, 2, 1, 7, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetFromOptions_DS,0,0
2703, 25.875, 16978.5, 0.309179, 0.0386473, 207, 64, 143, 943.251, 656.174, 8, 9, 2, 1, 7, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetFromOptions_WP,0,0
2704, 18.0884, 12041.2, 0.641827, 0.055284, 210, 61, 149, 668.954, 665.684, 11.6096, 9, 0, 1, 9, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetFunction,0,0
2705, 57.25, 121764, 0.139738, 0.0174672, 458, 140, 318, 6764.68, 2126.89, 8, 25, 1, 1, 24, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetFunctionError,0,0
2706, 13.875, 3576.06, 0.576577, 0.0720721, 111, 36, 75, 198.67, 257.734, 8, 5, 0, 1, 5, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetFunctionError_MFFD,0,0
2707, 9.47488, 2694.14, 1.22531, 0.105542, 110, 35, 75, 149.675, 284.346, 11.6096, 6, 0, 1, 6, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetFunction_MFFD,0,0
2708, 26, 16224, 0.307692, 0.0384615, 208, 61, 147, 901.333, 624, 8, 8, 0, 1, 8, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetFunctioni,0,0
2709, 26, 16224, 0.307692, 0.0384615, 208, 61, 147, 901.333, 624, 8, 8, 0, 1, 8, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetFunctioniBase,0,0
2710, 13.25, 3261.15, 0.603774, 0.0754717, 106, 34, 72, 181.175, 246.124, 8, 5, 0, 1, 5, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetFunctioniBase_MFFD,0,0
2711, 16.25, 5930.54, 0.492308, 0.0615385, 130, 41, 89, 329.474, 364.956, 8, 7, 1, 1, 6, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetFunctioni_MFFD,0,0
2712, 41.5172, 92929.6, 0.279634, 0.0240864, 482, 142, 340, 5162.76, 2238.34, 11.6096, 25, 0, 1, 25, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetHHistory,0,0
2713, 9.73329, 2843.1, 1.19278, 0.10274, 113, 36, 77, 157.95, 292.101, 11.6096, 6, 0, 1, 6, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetHHistory_MFFD,0,0
2714, 30.5, 20892.3, 0.262295, 0.0327869, 244, 68, 176, 1160.69, 684.995, 8, 7, 1, 1, 6, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetOptionsPrefix,0,0
2715, 55, 115068, 0.145455, 0.0181818, 440, 133, 307, 6392.68, 2092.15, 8, 27, 3, 1, 24, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetPeriod,0,0
2716, 13.25, 3261.15, 0.603774, 0.0754717, 106, 34, 72, 181.175, 246.124, 8, 5, 0, 1, 5, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetPeriod_MFFD,0,0
2717, 29.625, 22256.4, 0.270042, 0.0337553, 237, 68, 169, 1236.47, 751.272, 8, 9, 1, 1, 8, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetType,0,0
2718, 47.5, 73778.7, 0.168421, 0.0210526, 380, 113, 267, 4098.82, 1553.24, 8, 17, 5, 1, 12, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDSetType_MFFD,0,0
2719, 16, 6492.01, 0.5, 0.0625, 128, 40, 88, 360.667, 405.75, 8, 9, 2, 1, 7, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDView_DS,0,0
2720, 18.75, 9342.92, 0.426667, 0.0533333, 150, 47, 103, 519.051, 498.289, 8, 10, 2, 1, 8, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDView_WP,0,0
2721, 26, 17965, 0.307692, 0.0384615, 208, 61, 147, 998.055, 690.961, 8, 10, 2, 1, 8, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDWPSetComputeNormU,0,0
2722, 10.125, 1640.25, 0.790123, 0.0987654, 81, 26, 55, 91.125, 162, 8, 4, 0, 1, 4, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMFFDWPSetComputeNormU_P,0,0
2723, 102.842, 251448, 0.0462351, 0.0097237, 489, 159, 330, 13969.3, 2445, 4.75489, 32, 3, 1, 29, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAIJCRL_create_aijcrl,0,0
2724, 18.625, 8796.94, 0.42953, 0.0536913, 149, 47, 102, 488.719, 472.319, 8, 9, 1, 1, 8, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAIJDiagonalScaleLocal,0,0
2725, 63.25, 155477, 0.126482, 0.0158103, 506, 158, 348, 8637.63, 2458.14, 8, 29, 3, 1, 26, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAIJDiagonalScaleLocalSetUp,0,0
2726, 71.923, 335409, 0.161418, 0.0139038, 835, 276, 559, 18633.8, 4663.44, 11.6096, 48, 0, 1, 48, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAIJGetLocalMat,0,1
2727, 27.3262, 73370.8, 0.719145, 0.0365949, 537, 170, 367, 4076.16, 2685, 19.6515, 32, 0, 1, 32, 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAIJGetLocalMatCondensed,0,0
2728, 63.186, 364266, 0.245462, 0.0158263, 980, 314, 666, 20237, 5764.99, 15.5098, 59, 0, 1, 59, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAIJGetLocalMatMerge,0,0
2729, 8.57524, 3615.32, 1.80867, 0.116615, 133, 42, 91, 200.851, 421.6, 15.5098, 9, 1, 1, 8, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAIJGetSeqAIJ,0,0
2730, 86.4799, 516978, 0.134247, 0.0115634, 1004, 320, 684, 28721, 5978.01, 11.6096, 62, 9, 1, 53, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAIJRestrict,0,0
2731, 11.6022, 9151.22, 1.69378, 0.0861907, 228, 64, 164, 508.401, 788.75, 19.6515, 11, 0, 1, 11, 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAIJSetPreallocation,0,0
2732, 9.86475, 5013.81, 1.57224, 0.101371, 153, 47, 106, 278.545, 508.255, 15.5098, 10, 0, 1, 10, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAIJSetPreallocationCSR,0,0
2733, 32.5601, 79046.6, 0.476343, 0.0307124, 505, 151, 354, 4391.48, 2427.71, 15.5098, 28, 0, 1, 28, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAIJSetPreallocationCSR_MPIAIJ,0,0
2734, 31.2445, 96772.2, 0.628959, 0.0320057, 614, 190, 424, 5376.23, 3097.26, 19.6515, 33, 3, 1, 30, 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAIJSetPreallocation_MPIAIJ,0,0
2735, 8.19277, 4728.69, 2.39864, 0.122059, 161, 48, 113, 262.705, 577.179, 19.6515, 12, 2, 1, 10, 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAIJSetPreallocation_MPIAIJPERM,0,0
2736, 8.19277, 4728.69, 2.39864, 0.122059, 161, 48, 113, 262.705, 577.179, 19.6515, 12, 2, 1, 10, 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAIJSetPreallocation_MPIAIJSELL,0,0
2737, 18.625, 8796.94, 0.42953, 0.0536913, 149, 47, 102, 488.719, 472.319, 8, 9, 1, 1, 8, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAIJSetUseScalableIncreaseOverlap,0,0
2738, 10.5, 882, 0.761905, 0.0952381, 84, 27, 57, 49, 84, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAIJSetUseScalableIncreaseOverlap_MPIAIJ,0,0
2739, 58.4662, 63501, 0.0813272, 0.0171039, 278, 89, 189, 3527.83, 1086.12, 4.75489, 15, 1, 1, 14, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAIJ_MPIDenseDestroy,0,0
2740, 27.375, 19915.4, 0.292237, 0.0365297, 219, 63, 156, 1106.41, 727.502, 8, 10, 2, 1, 8, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAdjCreateNonemptySubcommMat,0,0
2741, 84.875, 334679, 0.0942563, 0.011782, 679, 213, 466, 18593.3, 3943.19, 8, 56, 7, 1, 49, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAdjCreateNonemptySubcommMat_MPIAdj,0,0
2742, 9.86475, 5013.81, 1.57224, 0.101371, 153, 47, 106, 278.545, 508.255, 15.5098, 10, 0, 1, 10, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAdjSetPreallocation,0,0
2743, 31.9154, 75118.2, 0.485966, 0.0313329, 495, 152, 343, 4173.23, 2353.67, 15.5098, 27, 3, 1, 24, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAdjSetPreallocation_MPIAdj,0,0
2744, 20, 9600, 0.4, 0.05, 160, 49, 111, 533.333, 480, 8, 8, 0, 1, 8, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAdjToSeq,0,0
2745, 108.5, 558545, 0.0737327, 0.00921659, 868, 269, 599, 31030.3, 5147.88, 8, 61, 4, 1, 57, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIAdjToSeq_MPIAdj,0,0
2746, 18.625, 8796.94, 0.42953, 0.0536913, 149, 47, 102, 488.719, 472.319, 8, 9, 1, 1, 8, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIBAIJDiagonalScaleLocal,0,0
2747, 70.125, 194899, 0.114082, 0.0142602, 561, 177, 384, 10827.7, 2779.3, 8, 31, 2, 1, 29, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIBAIJDiagonalScaleLocalSetUp,0,0
2748, 8.57524, 3421.52, 1.80867, 0.116615, 133, 42, 91, 190.084, 399, 15.5098, 8, 0, 1, 8, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIBAIJGetSeqBAIJ,0,0
2749, 18.625, 8325.38, 0.42953, 0.0536913, 149, 47, 102, 462.521, 447, 8, 8, 0, 1, 8, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIBAIJSetHashTableFactor,0,0
2750, 19.25, 42754.2, 1.24675, 0.0519481, 462, 136, 326, 2375.23, 2221, 24, 28, 0, 1, 28, 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIBAIJSetPreallocation,0,0
2751, 23.4079, 51763.8, 0.839524, 0.0427206, 460, 136, 324, 2875.77, 2211.38, 19.6515, 28, 1, 1, 27, 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIBAIJSetPreallocationCSR,0,0
2752, 33.5344, 122066, 0.58601, 0.0298202, 659, 203, 456, 6781.44, 3640.03, 19.6515, 46, 3, 1, 43, 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIBAIJSetPreallocationCSR_MPIBAIJ,0,0
2753, 32.25, 128035, 0.744186, 0.0310078, 774, 240, 534, 7113.03, 3970.07, 24, 35, 2, 1, 33, 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIBAIJSetPreallocation_MPIBAIJ,0,0
2754, 37.8597, 169006, 0.51906, 0.0264133, 744, 226, 518, 9389.21, 4464, 19.6515, 64, 9, 1, 55, 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIDenseScatter,0,0
2755, 26, 17143, 0.307692, 0.0384615, 208, 61, 147, 952.386, 659.344, 8, 9, 1, 1, 8, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIDenseSetPreallocation,0,0
2756, 36.125, 38633.1, 0.221453, 0.0276817, 289, 89, 200, 2146.28, 1069.43, 8, 13, 0, 1, 13, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIDenseSetPreallocation_MPIDense,0,0
2757, 19.25, 43204.5, 1.24675, 0.0519481, 462, 136, 326, 2400.25, 2244.39, 24, 29, 1, 1, 28, 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPISBAIJSetPreallocation,0,0
2758, 7.88744, 4229.34, 2.49149, 0.126784, 155, 47, 108, 234.963, 536.212, 19.6515, 11, 0, 1, 11, 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPISBAIJSetPreallocationCSR,0,0
2759, 36.1296, 140045, 0.543917, 0.0276781, 710, 218, 492, 7780.3, 3876.2, 19.6515, 44, 1, 1, 43, 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPISBAIJSetPreallocationCSR_MPISBAIJ,0,0
2760, 38.3333, 192536, 0.626087, 0.026087, 920, 286, 634, 10696.4, 5022.68, 24, 44, 3, 1, 41, 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPISBAIJSetPreallocation_MPISBAIJ,0,0
2761, 63.25, 153857, 0.126482, 0.0158103, 506, 158, 348, 8547.61, 2432.52, 8, 28, 2, 1, 26, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPISELLDiagonalScaleLocalSetUp,0,0
2762, 26.0031, 65829.4, 0.755736, 0.0384569, 511, 162, 349, 3657.19, 2531.59, 19.6515, 31, 0, 1, 31, 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPISELLGetLocalMatCondensed,0,0
2763, 8.57524, 3421.52, 1.80867, 0.116615, 133, 42, 91, 190.084, 399, 15.5098, 8, 0, 1, 8, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPISELLGetSeqSELL,0,0
2764, 11.6022, 9788.76, 1.69378, 0.0861907, 228, 64, 164, 543.82, 843.7, 19.6515, 13, 2, 1, 11, 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPISELLSetPreallocation,0,0
2765, 22.034, 43158, 0.891873, 0.0453845, 433, 132, 301, 2397.66, 1958.7, 19.6515, 23, 2, 1, 21, 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPISELLSetPreallocation_MPISELL,0,0
2766, 434.75, 1.16225e+07, 0.0184014, 0.00230017, 3478, 1072, 2406, 645692, 26733.6, 8, 206, 31, 1, 175, 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMPIXAIJComputeLocalToGlobalMapping_Private,0,0
2767, 27.3403, 9978.01, 0.173915, 0.0365761, 130, 43, 87, 554.334, 364.956, 4.75489, 7, 0, 1, 7, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMarkDiagonal_BlockMat,0,0
2768, 32.1774, 14769.4, 0.147771, 0.0310777, 153, 50, 103, 820.524, 459, 4.75489, 8, 0, 1, 8, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMarkDiagonal_SeqAIJ,0,1
2769, 32.8083, 15354.3, 0.144929, 0.03048, 156, 51, 105, 853.017, 468, 4.75489, 8, 0, 1, 8, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMarkDiagonal_SeqBAIJ,0,0
2770, 32.8083, 15354.3, 0.144929, 0.03048, 156, 51, 105, 853.017, 468, 4.75489, 8, 1, 1, 7, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMarkDiagonal_SeqSBAIJ,0,0
2771, 37.0145, 20650.7, 0.12846, 0.0270164, 176, 58, 118, 1147.26, 557.907, 4.75489, 9, 0, 1, 9, 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMarkDiagonal_SeqSELL,0,0
2772, 8.95807, 2408.25, 1.296, 0.111631, 104, 32, 72, 133.792, 268.836, 11.6096, 6, 1, 1, 5, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMatInterpolate,0,0
2773, 56.0292, 259121, 0.276816, 0.0178478, 869, 253, 616, 14395.6, 4624.76, 15.5098, 40, 5, 1, 35, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMatInterpolateAdd,0,0
2774, 14.5, 19714.2, 1.65517, 0.0689655, 348, 107, 241, 1095.23, 1359.6, 24, 15, 0, 1, 15, 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMatMatMult,0,0
2775, 12.5727, 7771.64, 1.23361, 0.0795373, 195, 58, 137, 431.758, 618.135, 15.5098, 9, 0, 1, 9, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMatMatMultNumeric_MPIAIJ_MPIAIJ_MPIAIJ,0,0
2776, 13.3464, 8757.58, 1.16209, 0.0749264, 207, 61, 146, 486.532, 656.174, 15.5098, 9, 0, 1, 9, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMatMatMultNumeric_SeqAIJ_SeqAIJ_SeqAIJ,0,0
2777, 52.8204, 333761, 0.372043, 0.0189321, 1038, 340, 698, 18542.3, 6318.79, 19.6515, 68, 10, 1, 58, 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMatMatMultNumeric_SeqAIJ_SeqAIJ_SeqDense,0,0
2778, 18.5737, 32235.2, 1.05803, 0.0538397, 365, 109, 256, 1790.85, 1735.53, 19.6515, 27, 8, 1, 19, 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMatMatMultSymbolic_MPIAIJ_MPIAIJ_MPIAIJ,0,0
2779, 17.0471, 25466.8, 1.15278, 0.0586611, 335, 100, 235, 1414.82, 1493.91, 19.6515, 22, 5, 1, 17, 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMatMatMultSymbolic_SeqAIJ_SeqAIJ_SeqAIJ,0,0
2780, 5.49577, 1780.63, 3.57575, 0.181958, 108, 32, 76, 98.9238, 324, 19.6515, 8, 1, 1, 7, 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMatMult,0,1
2781, 5.54665, 1813.76, 3.54294, 0.180289, 109, 32, 77, 100.764, 327, 19.6515, 8, 1, 1, 7, 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMatMultEqual,0,0
2782, 68.4559, 920170, 0.416755, 0.0146079, 1953, 589, 1364, 51120.6, 13441.8, 28.5293, 118, 0, 1, 118, 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMatMultEqual_Private,0,0
2783, 49.3237, 221037, 0.314449, 0.0202742, 765, 253, 512, 12279.8, 4481.36, 15.5098, 58, 6, 1, 52, 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMatMultNumericAdd_SeqAIJ_SeqDense,0,0
2784, 64.946, 294911, 0.178758, 0.0153974, 754, 245, 509, 16384, 4540.87, 11.6096, 65, 0, 1, 65, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMatMultNumeric_MPIAIJ_MPIAIJ,0,0
2785, 58.8304, 240174, 0.197341, 0.016998, 683, 222, 461, 13343, 4082.48, 11.6096, 63, 8, 1, 55, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMatMultNumeric_MPIAIJ_MPIAIJ_nonscalable,0,0
2786, 35.8323, 71659.6, 0.323999, 0.0279078, 416, 124, 292, 3981.09, 1999.86, 11.6096, 28, 5, 1, 23, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMatMultNumeric_MPIAIJ_MPIDense,0,0
2787, 22.309, 22574.2, 0.520401, 0.0448249, 259, 82, 177, 1254.12, 1011.88, 11.6096, 15, 1, 1, 14, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMatMultNumeric_MPIDense_MPIAIJ,0,0
2788, 12.2312, 4875.91, 0.949181, 0.081758, 142, 43, 99, 270.884, 398.644, 11.6096, 7, 1, 1, 6, 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,MatMatMultNumeric_SeqAIJ_SeqAIJ,0,1
